,ID,RA,Dec,M,Axis_maj,Axis_min,R_eff,PA,Area,V_cen,V_RMS,V_disp,V_disp_nt,V_grad_abs,V_grad_PA,j,M_vir,virial,m_lin,m_lin_vir,virial_lin,id_unresolved,id_resolvedLeaves,id_resolvedBranches,id_SCIMES,abundance_pNH3
67,67,83.7275189048,-5.70023243553,539371.114838,0.600825202619,0.186974716145,0.335170287634,22.9929466666,1.0731377013,8.18352544675,0.882745730903,0.89898501895,0.880144416453,1.58984014543,112.095569305,0.0714404982403,251.853824238,0.000466939769872,381225.391579,375.710248686,0.000985533117639,False,False,True,67,1.58494364118e-11
68,68,83.8086345741,-5.34497270863,8734438.18548,0.21375728358,0.101265401248,0.147126534287,14.888385596,0.330335833635,8.88576858828,1.24407835199,1.27447949796,1.2391915245,8.02513187018,12.0545796247,0.0694854986592,222.195285802,2.54389900167e-05,17352271.3238,755.116291154,4.35168559242e-05,False,False,True,68,7.61395545789e-13
69,69,83.8105990497,-5.34330030308,6378860.18915,0.20686663536,0.0814036940605,0.12976790164,11.4462870145,0.249113149266,8.97323068945,1.18715629387,1.21968524713,1.18191850658,9.63425273697,29.4407350892,0.0648952022968,179.490287107,2.81383008539e-05,13094680.5661,691.58198922,5.28139640926e-05,False,False,True,69,9.10446411712e-13
70,70,83.8542754386,-5.14372629028,60.4094861613,0.0257001684757,0.0147259500576,0.0194540329353,7.73013506376,0.00635261218529,11.6305143675,0.121551184797,0.274057981075,0.0721965484358,1.48357409672,265.081559656,0.000224589023485,1.35854079277,0.0224888652279,998.18593776,34.9166878994,0.0349801440579,False,True,False,43,3.22155404569e-09
71,71,83.8699464736,-5.1201971688,34.2772336265,0.0267478602935,0.0178888692011,0.0218743908304,82.6685982348,0.007713886225,11.6308243858,0.123070327347,0.267438347517,0.0788097248259,2.36785204245,289.238545353,0.00045319643794,1.45465986391,0.0424380765309,544.200572553,33.250294264,0.0610993371579,False,True,False,43,1.94876946112e-09
72,72,83.9096829205,-5.01591016324,22.6259792386,0.0312796047318,0.0212914101975,0.0258067218988,16.3102911875,0.0104364343044,11.5771687744,0.147988215029,0.202079598527,0.137474909139,30.3593314173,359.877710605,0.00808756674792,0.979841684092,0.0433060453985,307.176794351,18.9842337964,0.0618023045541,False,True,False,9,1.37307361855e-09
73,73,83.8378158388,-5.02202948864,12478.8583952,0.179521985302,0.0488495885996,0.0936460096671,141.859427674,0.0930203927132,11.0809534836,0.271371119509,0.356692548487,0.255243206753,2.64091527611,42.9540745456,0.00926388196669,11.0778499569,0.000887729438548,29518.8538049,59.1474746029,0.00200371853846,False,False,True,47,1.89637540244e-10
74,74,83.8615671615,-5.02256425812,37.0240944244,0.0228852786914,0.0183923464392,0.0205161880974,43.5850620876,0.00680637019853,11.5278199731,0.161382802681,0.280646017538,0.1330001137,4.12707228201,154.645485428,0.000694856958163,1.50242419323,0.0405796337921,687.021795859,36.6155785396,0.0532960944766,False,True,False,47,3.14546264212e-09
75,75,83.7724855153,-4.9297011232,2825.22752745,0.11435170496,0.0406076095604,0.0681435938851,175.608963267,0.083037716422,11.0894333115,0.240657787436,0.361672396446,0.215321908955,0.684233727366,277.948060245,0.00127090924227,8.28769749392,0.00293346196488,10491.873867,60.8105400773,0.00579596560614,False,False,True,75,3.45724988036e-10
76,76,83.7292470828,-5.70031730907,509590.703215,0.606910230674,0.171316985312,0.322450044308,22.651899438,1.03456827018,8.16749968786,0.877151124681,0.894033082593,0.874445537835,0.456402245765,117.330224635,0.0189815925134,239.633620194,0.000470247237012,356565.494854,371.582551195,0.00104211584283,False,False,True,76,1.67515152356e-11
77,77,83.764884793,-5.5355304699,33.4146884139,0.0363954202985,0.0355046821906,0.0359472924,179.15390037,0.0167890464897,10.491990386,0.361067101338,0.395685035011,0.355270867883,18.1311932813,22.3509136893,0.0093717079766,5.23291359241,0.156605188939,389.881791267,72.7859213174,0.186687152229,False,True,False,77,1.10996048342e-09
78,78,83.849574611,-5.19719508949,10864.144065,0.129951499171,0.0603169188213,0.0885340275048,25.1491096188,0.104364343044,11.0077318314,0.310998901008,0.39701622076,0.295072648944,2.43343984217,328.749239961,0.0076295873237,12.974924866,0.00119428873442,35502.3006843,73.2764860678,0.00206399260486,False,False,True,43,3.04348672261e-10
